Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides UPS2_yeast	Razor + unique peptides UPS2_yeast	Unique peptides UPS2_yeast	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type UPS2_yeast	Sequence coverage UPS2_yeast [%]	Intensity	Intensity UPS2_yeast	iBAQ	iBAQ UPS2_yeast	LFQ intensity UPS2_yeast	MS/MS Count UPS2_yeast	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P09435|HSP73_YEAST	sp|P09435|HSP73_YEAST	14	3	3	>sp|P09435|HSP73_YEAST Heat shock protein SSA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSA3 PE=1 SV=3	1	14	3	3	14	3	3	24.5	5.5	5.5	70.546	649	649	1	9	0	9.2239	By MS/MS	24.5	150270000	150270000	4419800	4419800	346010000	6	6				182	513;548;635;768;2106;2113;3506;3507;5156;5172;6749;7124;7447;7698	False;False;False;True;False;False;False;False;True;False;False;True;False;False	521;556;644;779;2132;2139;3555;3556;5231;5249;6864;7240;7565;7820	2000;2001;2002;2003;2004;2005;2137;2138;2139;2140;2141;2142;2143;2144;2145;2146;2147;2148;2149;2150;2151;2152;2153;2154;2155;2156;2488;2489;2490;2491;2492;2493;2992;2993;2994;7783;7784;7785;7806;7807;7808;7809;7810;7811;7812;7813;7814;7815;7816;7817;7818;13084;13085;13086;13087;13088;13089;13090;13091;13092;13093;13094;13095;13096;19488;19489;19490;19589;19590;19591;25376;25377;25378;26696;26697;26698;27865;27866;27867;28751;28752;28753	2007;2008;2009;2010;2152;2153;2154;2155;2156;2157;2158;2159;2160;2161;2162;2163;2164;2165;2166;2167;2168;2169;2170;2171;2172;2173;2174;2175;2176;2519;2520;2521;2522;2523;2524;3031;7772;7773;7774;7775;7776;7777;7792;7793;7794;7795;7796;7797;7798;7799;7800;7801;7802;7803;7804;7805;7806;7807;7808;7809;7810;7811;7812;7813;7814;7815;7816;7817;7818;7819;7820;7821;7822;7823;7824;7825;7826;7827;7828;13129;13130;13131;13132;13133;13134;13135;13136;13137;13138;13139;13140;13141;13142;13143;13144;13145;13146;13147;19820;19821;19948;19949;19950;25802;25803;25804;27198;27199;27200;28361;28362;28363;29282;29283;29284	2009;2168;2522;3031;7776;7821;13133;13141;19820;19949;25804;27200;28361;29284		
sp|P09436|SYIC_YEAST	sp|P09436|SYIC_YEAST	26	26	26	>sp|P09436|SYIC_YEAST Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILS1 PE=1 SV=1	1	26	26	26	26	26	26	27.6	27.6	27.6	122.98	1072	1072	1	71	0	89.27	By MS/MS	27.6	3788300000	3788300000	61102000	61102000	8088500000	55	55				183	600;781;1237;1254;2002;2044;2230;5228;5362;5597;5605;5864;5871;6528;6578;6886;6899;7047;7853;7921;8028;8324;8408;8490;8501;8592	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	609;792;1254;1271;2027;2070;2258;5305;5451;5693;5702;5967;5974;6639;6689;7002;7015;7163;7980;8049;8157;8458;8545;8628;8639;8732	2343;3036;3037;3038;4544;4545;4546;4596;4597;7380;7381;7382;7565;7566;7567;8256;8257;8258;19810;19811;19812;20343;20344;20345;21178;21215;21216;21217;22127;22128;22129;22147;22148;22149;24532;24533;24534;24706;24707;24708;25881;25882;25883;25921;25922;25923;25924;26461;29515;29516;29517;29824;29825;30247;30248;30249;31406;31407;31408;31731;31732;31733;31734;31735;31736;32045;32098;32099;32100;32458;32459	2371;3060;4440;4441;4442;4489;4490;7373;7550;7551;7552;7553;8260;8261;20171;20172;20173;20663;20664;21489;21528;21529;21530;22452;22453;22454;22468;22469;24889;24890;24891;25068;25069;25070;26335;26336;26367;26368;26369;26976;30048;30049;30050;30372;30826;30827;30828;32019;32344;32345;32346;32347;32348;32349;32678;32723;32724;32725;33091;33092	2371;3060;4441;4489;7373;7553;8261;20171;20663;21489;21530;22454;22469;24891;25069;26335;26368;26976;30050;30372;30828;32019;32349;32678;32725;33092		
sp|P09440|C1TM_YEAST	sp|P09440|C1TM_YEAST	5	3	3	>sp|P09440|C1TM_YEAST C-1-tetrahydrofolate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIS1 PE=1 SV=1	1	5	3	3	5	3	3	5.1	4.3	4.3	106.22	975	975	1	7	0	2.4013	By MS/MS	5.1	190280000	190280000	3523600	3523600	370840000	7	7				184	2397;4022;5427;6519;7102	False;False;True;True;True	2427;4076;5519;6630;7218	8845;8846;8847;15073;15074;15075;20574;20575;20576;24485;24486;24487;26630	8881;8882;8883;15192;15193;15194;20880;20881;20882;24842;24843;24844;27125	8881;15194;20882;24844;27125		
sp|P09457|ATPO_YEAST	sp|P09457|ATPO_YEAST	7	7	7	>sp|P09457|ATPO_YEAST ATP synthase subunit 5, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP5 PE=1 SV=1	1	7	7	7	7	7	7	43.9	43.9	43.9	22.814	212	212	1	24	0	32.956	By MS/MS	43.9	1168500000	1168500000	97374000	97374000	2655700000	18	18				185	2916;3266;4409;4439;4496;5629;5779	True;True;True;True;True;True;True	2956;3314;4471;4501;4560;5726;5882	10742;12210;12211;12212;12213;12214;16596;16597;16598;16692;16693;16694;16931;16932;16933;16934;16935;16936;21287;21288;21289;21815;21816;21817	10690;12264;12265;12266;12267;16774;16775;16776;16875;16876;16877;17143;17144;17145;21583;21584;21585;22096;22097;22098	10690;12266;16776;16875;17145;21583;22098		
sp|P09624|DLDH_YEAST	sp|P09624|DLDH_YEAST	16	16	16	>sp|P09624|DLDH_YEAST Dihydrolipoyl dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LPD1 PE=1 SV=1	1	16	16	16	16	16	16	42.7	42.7	42.7	54.009	499	499	1	62	0	84.964	By MS/MS	42.7	4920800000	4920800000	175740000	175740000	10346000000	55	55				186	51;113;370;1397;2314;2663;3442;3670;4495;5849;6309;6518;7144;7615;8190;8223	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	51;115;376;1415;2343;2694;3491;3722;4559;5952;6415;6629;7260;7737;8321;8354	208;209;210;484;485;486;1451;1452;1453;1454;1455;1456;1457;1458;1459;1460;1461;1462;5070;5071;5072;5073;5074;5075;5076;8551;8552;8553;9786;9787;12853;12854;12855;12856;13700;16929;16930;22082;22083;22084;23761;23762;23763;23764;24483;24484;26761;28485;28486;28487;28488;28489;28490;30832;30833;30834;30987;30988;30989;30990;30991;30992	253;254;567;568;569;570;1463;1464;1465;1466;1467;1468;1469;1470;1471;1472;4957;4958;4959;4960;4961;4962;4963;4964;4965;8579;8580;8581;9806;12887;12888;12889;13797;17141;17142;22413;24149;24150;24151;24152;24153;24154;24840;24841;27267;29020;29021;29022;29023;29024;31405;31406;31407;31585;31586;31587;31588;31589	254;569;1465;4958;8580;9806;12888;13797;17141;22413;24151;24841;27267;29021;31407;31588		
sp|P09733|TBA1_YEAST	sp|P09733|TBA1_YEAST	7	7	5	>sp|P09733|TBA1_YEAST Tubulin alpha-1 chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUB1 PE=1 SV=2	1	7	7	5	7	7	5	18.3	18.3	12.8	49.799	447	447	1	26	0	24.197	By MS/MS	18.3	1441900000	1441900000	72093000	72093000	3113300000	16	16				187	1014;1401;1577;2605;3466;7500;8608	True;True;True;True;True;True;True	1028;1419;1597;2636;3515;7619;8748	3825;3826;3827;5082;5083;5845;5846;5847;9573;9574;9575;9576;9577;9578;12950;12951;12952;12953;12954;12955;28073;28074;28075;32505;32506;32507	3771;3772;3773;4971;5862;5863;5864;9586;9587;9588;9589;9590;13001;13002;13003;13004;13005;13006;28578;28579;28580;33131	3773;4971;5864;9586;13002;28580;33131		
sp|P09734|TBA3_YEAST	sp|P09734|TBA3_YEAST	6	4	4	>sp|P09734|TBA3_YEAST Tubulin alpha-3 chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUB3 PE=1 SV=1	1	6	4	4	6	4	4	17.1	11.5	11.5	49.693	445	445	1	13	0	42.736	By MS/MS	17.1	400290000	400290000	20014000	20014000	834870000	7	7				188	610;1393;1401;2605;7501;8607	True;True;False;False;True;True	619;1411;1419;2636;7620;8747	2375;2376;2377;5058;5059;5060;5061;5082;5083;9573;9574;9575;9576;9577;9578;28076;28077;28078;32502;32503;32504	2396;4946;4947;4948;4971;9586;9587;9588;9589;9590;28581;28582;33130	2396;4947;4971;9586;28581;33130		
sp|P09880|TRNL_YEAST	sp|P09880|TRNL_YEAST	1	1	1	>sp|P09880|TRNL_YEAST tRNA ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRL1 PE=1 SV=1	1	1	1	1	1	1	1	1.9	1.9	1.9	95.336	827	827	1	2	0	9.7016	By MS/MS	1.9	14876000	14876000	280680	280680	24852000	2	2				189	3372	True	3421	12590;12591	12632;12633	12632		
sp|P09938|RIR2_YEAST	sp|P09938|RIR2_YEAST	13	13	13	>sp|P09938|RIR2_YEAST Ribonucleoside-diphosphate reductase small chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNR2 PE=1 SV=2	1	13	13	13	13	13	13	30.3	30.3	30.3	46.147	399	399	1	39	0	64.729	By MS/MS	30.3	2876600000	2876600000	151400000	151400000	6140700000	35	35				190	2;946;1454;1455;1723;1724;1840;2766;4748;5616;7490;7707;8329	True;True;True;True;True;True;True;True;True;True;True;True;True	2;959;1472;1473;1745;1746;1863;2801;2802;4815;5713;7608;7829;8463	6;7;8;3610;5254;5255;5256;5257;5258;5259;6330;6331;6332;6333;6729;6730;6731;6732;6733;6734;10131;10132;10133;10134;10135;17950;17951;17952;21249;21250;28034;28035;28036;28779;28780;28781;31421;31422;31423	4;5;6;7;3580;5143;5144;5145;5146;5147;6302;6303;6668;6669;6670;6671;6672;6673;10120;10121;10122;10123;18209;18210;18211;21552;28539;28540;28541;29304;29305;29306;32028;32029;32030	5;3580;5143;5146;6302;6303;6668;10121;18209;21552;28539;29305;32028	65	258
sp|Q3E792|RS25A_YEAST;sp|P0C0T4|RS25B_YEAST	sp|Q3E792|RS25A_YEAST;sp|P0C0T4|RS25B_YEAST	4;4	4;4	4;4	>sp|Q3E792|RS25A_YEAST 40S ribosomal protein S25-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS25A PE=1 SV=1;>sp|P0C0T4|RS25B_YEAST 40S ribosomal protein S25-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS25B PE=1 SV=1	2	4	4	4	4	4	4	29.6	29.6	29.6	12.039	108	108;108	1	22	0	24.239	By MS/MS	29.6	8498300000	8498300000	2124600000	2124600000	17503000000	19	19				191	1;492;493;1517	True;True;True;True	1;500;501;1535	3;4;5;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;5487;5488;5489;5490;5491	3;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;5381;5382;5383;5384;5385	3;1895;1907;5385		
sp|P0C0V8|RS21A_YEAST	sp|P0C0V8|RS21A_YEAST	5	1	1	>sp|P0C0V8|RS21A_YEAST 40S ribosomal protein S21-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS21A PE=1 SV=1	1	5	1	1	5	1	1	63.2	18.4	18.4	9.7457	87	87	1	1	0.0024135	1.7529	By MS/MS	63.2	0	0	0	0	0	1	1				192	70;293;2823;4272;5853	False;True;False;False;False	70;299;2860;4333;5956	277;278;279;280;281;282;283;284;285;286;287;288;1194;10339;10340;10341;16139;16140;16141;16142;16143;22091;22092;22093	318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;1220;10304;10305;10306;10307;16323;16324;16325;22419;22420;22421;22422;22423	328;1220;10306;16324;22419		
sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST	sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST	5;5	5;5	5;5	>sp|Q3E7Y3|RS22B_YEAST 40S ribosomal protein S22-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS22B PE=1 SV=3;>sp|P0C0W1|RS22A_YEAST 40S ribosomal protein S22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS22A PE=1 SV=2	2	5	5	5	5	5	5	41.5	41.5	41.5	14.626	130	130;130	1	21	0	13.726	By MS/MS	41.5	9477200000	9477200000	1353900000	1353900000	20299000000	32	32				193	2260;3099;3900;6805;8358	True;True;True;True;True	2288;2289;3143;3953;6920;8493	8365;8366;8367;8368;8369;11557;11558;11559;14551;14552;14553;25593;25594;25595;25596;25597;25598;25599;31514;31515;31516	8379;8380;8381;8382;8383;8384;8385;8386;8387;8388;8389;11555;11556;11557;14723;14724;14725;14726;14727;14728;26029;26030;26031;26032;26033;26034;26035;32107;32108;32109;32110;32111;32112	8387;11557;14724;26035;32111	66	41
sp|Q3E757|RL11B_YEAST;sp|P0C0W9|RL11A_YEAST	sp|Q3E757|RL11B_YEAST;sp|P0C0W9|RL11A_YEAST	5;5	5;5	5;5	>sp|Q3E757|RL11B_YEAST 60S ribosomal protein L11-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL11B PE=1 SV=3;>sp|P0C0W9|RL11A_YEAST 60S ribosomal protein L11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL11A PE=1 SV=2	2	5	5	5	5	5	5	22.4	22.4	22.4	19.749	174	174;174	1	21	0	10.47	By MS/MS	22.4	9080100000	9080100000	1008900000	1008900000	18524000000	27	27				194	114;1417;6100;7904;8416	True;True;True;True;True	116;1435;6205;8032;8553	487;488;489;5129;5130;5131;22952;29714;29715;29716;29717;29718;29719;29720;29721;29722;29723;31759;31760;31761;31762	571;572;573;574;575;576;577;5023;5024;5025;5026;23280;30263;30264;30265;30266;30267;30268;30269;30270;30271;30272;32374;32375;32376;32377;32378	571;5023;23280;30266;32377		
sp|Q3E7X9|RS28A_YEAST;sp|P0C0X0|RS28B_YEAST	sp|Q3E7X9|RS28A_YEAST;sp|P0C0X0|RS28B_YEAST	2;2	2;2	2;2	>sp|Q3E7X9|RS28A_YEAST 40S ribosomal protein S28-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS28A PE=1 SV=1;>sp|P0C0X0|RS28B_YEAST 40S ribosomal protein S28-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS28B PE=1 SV=1	2	2	2	2	2	2	2	31.3	31.3	31.3	7.5917	67	67;67	1	6	0	12.377	By MS/MS	31.3	3661000000	3661000000	915250000	915250000	7649100000	7	7				195	1738;7686	True;True	1760;7808	6374;6375;6376;28716;28717;28718	6348;6349;6350;29253;29254;29255;29256	6350;29255		
sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST	sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST	6;6	6;6	6;6	>sp|P0C2H7|RL27B_YEAST 60S ribosomal protein L27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL27B PE=1 SV=1;>sp|P0C2H6|RL27A_YEAST 60S ribosomal protein L27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL27A PE=1 SV=1	2	6	6	6	6	6	6	49.3	49.3	49.3	15.505	136	136;136	1	30	0	39.536	By MS/MS	49.3	8854700000	8854700000	1475800000	1475800000	19023000000	39	39				196	5748;6525;6918;8232;8243;8704	True;True;True;True;True;True	5850;6636;7034;8366;8377;8845	21704;21705;21706;24514;24515;24516;24517;24518;24519;25984;25985;25986;31070;31071;31072;31073;31074;31075;31076;31077;31078;31112;31113;31114;31115;31116;31117;32907;32908;32909	21989;21990;21991;21992;24867;24868;24869;24870;24871;24872;26434;26435;26436;26437;26438;26439;26440;26441;31668;31669;31670;31671;31672;31673;31674;31675;31676;31711;31712;31713;31714;31715;31716;31717;31718;31719;33525;33526;33527	21990;24867;26435;31669;31711;33526		
sp|P0C2H8|RL31A_YEAST	sp|P0C2H8|RL31A_YEAST	7	7	1	>sp|P0C2H8|RL31A_YEAST 60S ribosomal protein L31-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL31A PE=1 SV=1	1	7	7	1	7	7	1	61.1	61.1	8	12.953	113	113	1	31	0	47.007	By MS/MS	61.1	139120000	139120000	19875000	19875000	315700000	6	6				197	2018;2746;4263;4535;4540;5493;5713	True;True;True;True;True;True;True	2043;2778;4324;4599;4604;5586;5813	7434;7435;7436;7437;7438;10060;10061;10062;16112;16113;16114;17066;17067;17068;17069;17070;17089;17090;17091;20822;20823;20824;20825;20826;20827;21558;21559;21560;21561;21562;21563	7420;7421;7422;7423;10050;16292;16293;16294;16295;17267;17268;17269;17270;17271;17287;17288;17289;17290;17291;17292;21137;21138;21139;21140;21141;21142;21143;21822;21823;21824;21825;21826;21827;21828;21829;21830;21831	7423;10050;16292;17268;17290;21138;21822		
sp|P0C2H9|RL31B_YEAST	sp|P0C2H9|RL31B_YEAST	7	1	1	>sp|P0C2H9|RL31B_YEAST 60S ribosomal protein L31-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL31B PE=1 SV=1	1	7	1	1	7	1	1	61.1	8	8	12.967	113	113	1	5	0	2.4195	By MS/MS	61.1	1135400000	1135400000	162200000	162200000	2335500000	3	3				198	2018;2746;4263;4535;4541;5493;5713	False;False;False;False;True;False;False	2043;2778;4324;4599;4605;5586;5813	7434;7435;7436;7437;7438;10060;10061;10062;16112;16113;16114;17066;17067;17068;17069;17070;17092;17093;17094;17095;17096;20822;20823;20824;20825;20826;20827;21558;21559;21560;21561;21562;21563	7420;7421;7422;7423;10050;16292;16293;16294;16295;17267;17268;17269;17270;17271;17293;17294;17295;17296;21137;21138;21139;21140;21141;21142;21143;21822;21823;21824;21825;21826;21827;21828;21829;21830;21831	7423;10050;16292;17268;17293;21138;21822		
sp|Q07793|YD13B_YEAST;sp|Q92393|YO12B_YEAST;sp|Q12414|YP11B_YEAST;sp|Q12269|YG12B_YEAST;sp|Q12141|YG11B_YEAST;sp|Q04711|YM11B_YEAST;sp|Q04670|YM14B_YEAST;sp|Q03855|YD11B_YEAST;sp|Q03612|YE11B_YEAST;sp|Q03434|YM12B_YEAST;sp|P47100|YJ12B_YEAST;sp|P47098|YJ11B_YEAST;sp|P0C2J1|YP14B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|P0C2I7|YL14B_YEAST;sp|P0C2I6|YL13B_YEAST;sp|P0C2I3|YD15B_YEAST;sp|P0C2I2|YD14B_YEAST;sp|P0C2J0|YP13B_YEAST;sp|Q99231|YD12B_YEAST;sp|Q12273|YO11B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|O13527|YA11B_YEAST	sp|Q07793|YD13B_YEAST;sp|Q92393|YO12B_YEAST;sp|Q12414|YP11B_YEAST;sp|Q12269|YG12B_YEAST;sp|Q12141|YG11B_YEAST;sp|Q04711|YM11B_YEAST;sp|Q04670|YM14B_YEAST;sp|Q03855|YD11B_YEAST;sp|Q03612|YE11B_YEAST;sp|Q03434|YM12B_YEAST;sp|P47100|YJ12B_YEAST;sp|P47098|YJ11B_YEAST;sp|P0C2J1|YP14B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|P0C2I7|YL14B_YEAST;sp|P0C2I6|YL13B_YEAST;sp|P0C2I3|YD15B_YEAST;sp|P0C2I2|YD14B_YEAST;sp|P0C2J0|YP13B_YEAST;sp|Q99231|YD12B_YEAST;sp|Q12273|YO11B_YEAST;sp|P0C2I5|YL12B_YEAST	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;15;15;2	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;15;15;2	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	>sp|Q07793|YD13B_YEAST Transposon Ty1-DR4 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1B-DR4 PE=3 SV=2;>sp|Q92393|YO12B_YEAST Transposon Ty1-OR Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288	23	16	16	1	16	16	1	12.7	12.7	0.8	181.66	1604	1604;1755;1755;1755;1755;1755;1755;1755;1755;1755;1755;1755;1755;1755;1755;1755;1755;1755;1756;1755;1755;1755;1196	1	84	0	192.67	By MS/MS	12.7	54897000	54897000	819360	819360	93870000	2	2				199	243;956;1942;2258;2259;4821;5315;5360;5765;6624;6850;6947;7499;7549;8172;8743	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	247;969;1967;2286;2287;4890;5399;5449;5868;6736;6965;7063;7618;7669;8303;8884	975;976;977;978;979;980;981;982;983;984;985;986;987;988;989;990;991;3642;3643;3644;7177;7178;7179;7180;7181;7182;7183;7184;7185;7186;7187;8353;8354;8355;8356;8357;8358;8359;8360;8361;8362;8363;8364;18224;18225;18226;18227;18228;18229;20166;20167;20168;20169;20170;20171;20337;20338;20339;21761;21762;21763;24905;24906;25734;25735;25736;26077;26078;26079;28071;28072;28261;28262;28263;30769;30770;30771;30772;33062;33063;33064;33065;33066;33067	1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;3606;3607;3608;7190;7191;7192;7193;7194;7195;7196;7197;7198;7199;7200;7201;7202;8364;8365;8366;8367;8368;8369;8370;8371;8372;8373;8374;8375;8376;8377;8378;18488;18489;18490;18491;18492;18493;20506;20507;20508;20509;20510;20511;20657;20658;20659;22050;25267;26164;26165;26166;26167;26168;26535;28576;28577;28765;28766;28767;28768;28769;28770;28771;28772;28773;28774;31347;31348;31349;33666;33667;33668;33669;33670;33671	1026;3608;7191;8371;8378;18491;20507;20657;22050;25267;26166;26535;28576;28773;31349;33669		
sp|P0C2I4|YH11A_YEAST;sp|Q12217|YB12A_YEAST;sp|Q04706|YM11A_YEAST;sp|P47099|YJ12A_YEAST;sp|P0CX69|YM14A_YEAST;sp|P0CX68|YL11A_YEAST;sp|P0CX67|YG13A_YEAST;sp|P0CX66|YE12A_YEAST;sp|P0CX65|YD14A_YEAST;sp|P0CX60|YP13A_YEAST;sp|P0CX59|YO12A_YEAST;sp|P0CX58|YP12A_YEAST;sp|P0CX57|YA11A_YEAST;sp|O74302|YD13A_YEAST;sp|Q12441|YD12A_YEAST;sp|Q12470|YN12A_YEAST	sp|P0C2I4|YH11A_YEAST;sp|Q12217|YB12A_YEAST;sp|Q04706|YM11A_YEAST;sp|P47099|YJ12A_YEAST;sp|P0CX69|YM14A_YEAST;sp|P0CX68|YL11A_YEAST;sp|P0CX67|YG13A_YEAST;sp|P0CX66|YE12A_YEAST;sp|P0CX65|YD14A_YEAST;sp|P0CX60|YP13A_YEAST;sp|P0CX59|YO12A_YEAST;sp|P0CX58|YP12A_YEAST;sp|P0CX57|YA11A_YEAST;sp|O74302|YD13A_YEAST;sp|Q12441|YD12A_YEAST;sp|Q12470|YN12A_YEAST	15;14;14;14;14;14;14;14;14;14;14;14;14;14;13;13	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	>sp|P0C2I4|YH11A_YEAST Transposon Ty1-H Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1A-H PE=3 SV=1;>sp|Q12217|YB12A_YEAST Transposon Ty1-BR Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1A-B	16	15	1	1	15	1	1	44.8	2.1	2.1	53.325	478	478;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440	1	6	0	2.1655	By MS/MS	44.8	162010000	162010000	10126000	10126000	299330000	4	4				200	243;956;1942;2258;2259;3033;4821;5360;5765;5989;6850;6947;7549;8172;8743	False;False;False;False;False;True;False;False;False;False;False;False;False;False;False	247;969;1967;2286;2287;3077;4890;5449;5868;6092;6965;7063;7669;8303;8884	975;976;977;978;979;980;981;982;983;984;985;986;987;988;989;990;991;3642;3643;3644;7177;7178;7179;7180;7181;7182;7183;7184;7185;7186;7187;8353;8354;8355;8356;8357;8358;8359;8360;8361;8362;8363;8364;11215;11216;11217;11218;11219;11220;18224;18225;18226;18227;18228;18229;20337;20338;20339;21761;21762;21763;22544;22545;22546;25734;25735;25736;26077;26078;26079;28261;28262;28263;30769;30770;30771;30772;33062;33063;33064;33065;33066;33067	1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;3606;3607;3608;7190;7191;7192;7193;7194;7195;7196;7197;7198;7199;7200;7201;7202;8364;8365;8366;8367;8368;8369;8370;8371;8372;8373;8374;8375;8376;8377;8378;11205;11206;11207;11208;18488;18489;18490;18491;18492;18493;20657;20658;20659;22050;22834;22835;26164;26165;26166;26167;26168;26535;28765;28766;28767;28768;28769;28770;28771;28772;28773;28774;31347;31348;31349;33666;33667;33668;33669;33670;33671	1026;3608;7191;8371;8378;11205;18491;20657;22050;22835;26166;26535;28773;31349;33669		
